	airport_id	airport_name	year	month	origin_domestic	origin_international	origin_total	destination_domestic	destination_international	destination_total	destination_total	report_dt
3151	KDFW	DALLAS/FORT WORTH INTL ARPT	2016	6	22,139	821	22,960	22,119	816	22,935	22,935	2023-09-14
3152	KDFW	DALLAS/FORT WORTH INTL ARPT	2016	7	23,694	900	24,594	23,689	835	24,524	24,524	2023-09-14
3153	KDFW	DALLAS/FORT WORTH INTL ARPT	2016	8	23,838	766	24,604	23,832	793	24,625	24,625	2023-09-14
3154	KDFW	DALLAS/FORT WORTH INTL ARPT	2016	9	22,313	696	23,009	22,316	693	23,009	23,009	2023-09-14
3155	KDFW	DALLAS/FORT WORTH INTL ARPT	2016	10	22,800	728	23,528	22,740	732	23,472	23,472	2023-09-14
3156	KDFW	DALLAS/FORT WORTH INTL ARPT	2016	11	20,810	729	21,539	20,813	725	21,538	21,538	2023-09-14
3157	KDFW	DALLAS/FORT WORTH INTL ARPT	2016	12	21,413	858	22,271	21,403	860	22,263	22,263	2023-09-14
3158	KDFW	DALLAS/FORT WORTH INTL ARPT	2016	TOTAL	259,107	9,570	268,677	258,985	9,515	268,500	268,500	2023-09-14
3159	KDFW	DALLAS/FORT WORTH INTL ARPT	2017	1	20,666	842	21,508	20,638	841	21,479	21,479	2023-09-14
3160	KDFW	DALLAS/FORT WORTH INTL ARPT	2017	2	18,965	768	19,733	18,951	765	19,716	19,716	2023-09-14
3161	KDFW	DALLAS/FORT WORTH INTL ARPT	2017	3	22,553	935	23,488	22,546	930	23,476	23,476	2023-09-14
3162	KDFW	DALLAS/FORT WORTH INTL ARPT	2017	4	21,106	851	21,957	21,106	850	21,956	21,956	2023-09-14
3163	KDFW	DALLAS/FORT WORTH INTL ARPT	2017	5	22,556	877	23,433	22,525	885	23,410	23,410	2023-09-14
3164	KDFW	DALLAS/FORT WORTH INTL ARPT	2017	6	23,229	956	24,185	23,213	956	24,169	24,169	2023-09-14
3165	KDFW	DALLAS/FORT WORTH INTL ARPT	2017	7	24,158	973	25,131	24,153	970	25,123	25,123	2023-09-14
3166	KDFW	DALLAS/FORT WORTH INTL ARPT	2017	8	24,316	929	25,245	24,313	922	25,235	25,235	2023-09-14
3167	KDFW	DALLAS/FORT WORTH INTL ARPT	2017	9	21,631	795	22,426	21,639	795	22,434	22,434	2023-09-14
3168	KDFW	DALLAS/FORT WORTH INTL ARPT	2017	10	22,109	795	22,904	22,077	795	22,872	22,872	2023-09-14
3169	KDFW	DALLAS/FORT WORTH INTL ARPT	2017	11	20,543	897	21,440	20,532	891	21,423	21,423	2023-09-14
3170	KDFW	DALLAS/FORT WORTH INTL ARPT	2017	12	21,078	1,045	22,123	21,131	1,038	22,169	22,169	2023-09-14
3171	KDFW	DALLAS/FORT WORTH INTL ARPT	2017	TOTAL	262,910	10,663	273,573	262,824	10,638	273,462	273,462	2023-09-14
3172	KDFW	DALLAS/FORT WORTH INTL ARPT	2018	1	20,983	1,006	21,989	20,937	1,004	21,941	21,941	2023-09-14
3173	KDFW	DALLAS/FORT WORTH INTL ARPT	2018	2	18,857	878	19,735	18,844	866	19,710	19,710	2023-09-14
3174	KDFW	DALLAS/FORT WORTH INTL ARPT	2018	3	22,034	1,080	23,114	22,038	1,076	23,114	23,114	2023-09-14
3175	KDFW	DALLAS/FORT WORTH INTL ARPT	2018	4	21,759	987	22,746	21,739	987	22,726	22,726	2023-09-14
3176	KDFW	DALLAS/FORT WORTH INTL ARPT	2018	5	22,816	991	23,807	22,829	991	23,820	23,820	2023-09-14
3177	KDFW	DALLAS/FORT WORTH INTL ARPT	2018	6	24,085	1,129	25,214	24,073	1,128	25,201	25,201	2023-09-14
3178	KDFW	DALLAS/FORT WORTH INTL ARPT	2018	7	24,848	1,125	25,973	24,828	1,125	25,953	25,953	2023-09-14
3179	KDFW	DALLAS/FORT WORTH INTL ARPT	2018	8	24,878	1,073	25,951	24,862	1,069	25,931	25,931	2023-09-14
3180	KDFW	DALLAS/FORT WORTH INTL ARPT	2018	9	22,858	936	23,794	22,847	932	23,779	23,779	2023-09-14
3181	KDFW	DALLAS/FORT WORTH INTL ARPT	2018	10	23,912	871	24,783	23,890	875	24,765	24,765	2023-09-14
3182	KDFW	DALLAS/FORT WORTH INTL ARPT	2018	11	22,035	899	22,934	22,004	896	22,900	22,900	2023-09-14
3183	KDFW	DALLAS/FORT WORTH INTL ARPT	2018	12	22,320	1,010	23,330	22,336	1,015	23,351	23,351	2023-09-14
3184	KDFW	DALLAS/FORT WORTH INTL ARPT	2018	TOTAL	271,385	11,985	283,370	271,227	11,964	283,191	283,191	2023-09-14
3185	KDFW	DALLAS/FORT WORTH INTL ARPT	2019	1	21,874	1,036	22,910	21,817	1,030	22,847	22,847	2023-09-14
3186	KDFW	DALLAS/FORT WORTH INTL ARPT	2019	2	19,752	884	20,636	19,720	886	20,606	20,606	2023-09-14
3187	KDFW	DALLAS/FORT WORTH INTL ARPT	2019	3	22,594	1,036	23,630	22,560	1,031	23,591	23,591	2023-09-14
3188	KDFW	DALLAS/FORT WORTH INTL ARPT	2019	4	22,472	1,042	23,514	22,449	1,042	23,491	23,491	2023-09-14
3189	KDFW	DALLAS/FORT WORTH INTL ARPT	2019	5	24,453	1,054	25,507	24,461	1,042	25,503	25,503	2023-09-14
3190	KDFW	DALLAS/FORT WORTH INTL ARPT	2019	6	25,441	1,114	26,555	25,438	1,095	26,533	26,533	2023-09-14
3191	KDFW	DALLAS/FORT WORTH INTL ARPT	2019	7	27,019	1,161	28,180	27,005	1,157	28,162	28,162	2023-09-14
3192	KDFW	DALLAS/FORT WORTH INTL ARPT	2019	8	26,725	1,088	27,813	26,708	1,084	27,792	27,792	2023-09-14
3193	KDFW	DALLAS/FORT WORTH INTL ARPT	2019	9	25,280	859	26,139	25,265	857	26,122	26,122	2023-09-14
3194	KDFW	DALLAS/FORT WORTH INTL ARPT	2019	10	25,645	910	26,555	25,624	912	26,536	26,536	2023-09-14
3195	KDFW	DALLAS/FORT WORTH INTL ARPT	2019	11	23,043	915	23,958	23,057	913	23,970	23,970	2023-09-14
3196	KDFW	DALLAS/FORT WORTH INTL ARPT	2019	12	24,321	1,048	25,369	24,296	1,038	25,334	25,334	2023-09-14
3197	KDFW	DALLAS/FORT WORTH INTL ARPT	2019	TOTAL	288,619	12,147	300,766	288,400	12,087	300,487	300,487	2023-09-14
3198	KDFW	DALLAS/FORT WORTH INTL ARPT	2020	1	23,249	1,061	24,310	23,186	1,060	24,246	24,246	2023-09-14
3199	KDFW	DALLAS/FORT WORTH INTL ARPT	2020	2	21,779	1,011	22,790	21,773	1,011	22,784	22,784	2023-09-14
3200	KDFW	DALLAS/FORT WORTH INTL ARPT	2020	3	20,557	836	21,393	20,603	832	21,435	21,435	2023-09-14
3201	KDFW	DALLAS/FORT WORTH INTL ARPT	2020	4	8,243	1	8,244	8,252	1	8,253	8,253	2023-09-14
3202	KDFW	DALLAS/FORT WORTH INTL ARPT	2020	5	8,703	 	8,703	8,715	 	8,715	8,715	2023-09-14
3203	KDFW	DALLAS/FORT WORTH INTL ARPT	2020	6	11,171	5	11,176	11,175	5	11,180	11,180	2023-09-14
3204	KDFW	DALLAS/FORT WORTH INTL ARPT	2020	7	15,824	115	15,939	15,804	118	15,922	15,922	2023-09-14
3205	KDFW	DALLAS/FORT WORTH INTL ARPT	2020	8	18,670	170	18,840	18,643	167	18,810	18,810	2023-09-14
3206	KDFW	DALLAS/FORT WORTH INTL ARPT	2020	9	16,362	171	16,533	16,375	172	16,547	16,547	2023-09-14
3207	KDFW	DALLAS/FORT WORTH INTL ARPT	2020	10	18,352	223	18,575	18,321	222	18,543	18,543	2023-09-14
3208	KDFW	DALLAS/FORT WORTH INTL ARPT	2020	11	18,306	379	18,685	18,310	374	18,684	18,684	2023-09-14
3209	KDFW	DALLAS/FORT WORTH INTL ARPT	2020	12	18,426	464	18,890	18,424	467	18,891	18,891	2023-09-14
3210	KDFW	DALLAS/FORT WORTH INTL ARPT	2020	TOTAL	199,642	4,436	204,078	199,581	4,429	204,010	204,010	2023-09-14
3211	KDFW	DALLAS/FORT WORTH INTL ARPT	2021	1	17,479	507	17,986	17,470	503	17,973	17,973	2023-09-14
3212	KDFW	DALLAS/FORT WORTH INTL ARPT	2021	2	15,648	389	16,037	15,624	392	16,016	16,016	2023-09-14
3213	KDFW	DALLAS/FORT WORTH INTL ARPT	2021	3	19,332	484	19,816	19,341	482	19,823	19,823	2023-09-14
3214	KDFW	DALLAS/FORT WORTH INTL ARPT	2021	4	20,513	527	21,040	20,509	524	21,033	21,033	2023-09-14
3215	KDFW	DALLAS/FORT WORTH INTL ARPT	2021	5	22,244	602	22,846	22,239	598	22,837	22,837	2023-09-14
3216	KDFW	DALLAS/FORT WORTH INTL ARPT	2021	6	24,502	698	25,200	24,454	685	25,139	25,139	2023-09-14
3217	KDFW	DALLAS/FORT WORTH INTL ARPT	2021	7	26,340	806	27,146	26,320	803	27,123	27,123	2023-09-14
3218	KDFW	DALLAS/FORT WORTH INTL ARPT	2021	8	26,629	828	27,457	26,612	824	27,436	27,436	2023-09-14
3219	KDFW	DALLAS/FORT WORTH INTL ARPT	2021	9	25,221	695	25,916	25,211	696	25,907	25,907	2023-09-14
3220	KDFW	DALLAS/FORT WORTH INTL ARPT	2021	10	24,184	747	24,931	24,156	743	24,899	24,899	2023-09-14
3221	KDFW	DALLAS/FORT WORTH INTL ARPT	2021	11	22,979	837	23,816	22,974	836	23,810	23,810	2023-09-14
3222	KDFW	DALLAS/FORT WORTH INTL ARPT	2021	12	22,570	933	23,503	22,569	932	23,501	23,501	2023-09-14
3223	KDFW	DALLAS/FORT WORTH INTL ARPT	2021	TOTAL	267,641	8,053	275,694	267,479	8,018	275,497	275,497	2023-09-14
3224	KDFW	DALLAS/FORT WORTH INTL ARPT	2022	1	20,508	926	21,434	20,476	920	21,396	21,396	2023-09-14
3225	KDFW	DALLAS/FORT WORTH INTL ARPT	2022	2	19,899	806	20,705	19,881	807	20,688	20,688	2023-09-14
3226	KDFW	DALLAS/FORT WORTH INTL ARPT	2022	3	22,384	967	23,351	22,367	960	23,327	23,327	2023-09-14
3227	KDFW	DALLAS/FORT WORTH INTL ARPT	2022	4	21,708	960	22,668	21,714	949	22,663	22,663	2023-09-14
3228	KDFW	DALLAS/FORT WORTH INTL ARPT	2022	5	23,210	937	24,147	23,224	933	24,157	24,157	2023-09-14
3229	KDFW	DALLAS/FORT WORTH INTL ARPT	2022	6	24,190	1,106	25,296	24,176	1,099	25,275	25,275	2023-09-14
3230	KDFW	DALLAS/FORT WORTH INTL ARPT	2022	7	25,049	1,169	26,218	25,058	1,156	26,214	26,214	2023-09-14
3231	KDFW	DALLAS/FORT WORTH INTL ARPT	2022	8	25,111	1,124	26,235	25,091	1,105	26,196	26,196	2023-09-14
3232	KDFW	DALLAS/FORT WORTH INTL ARPT	2022	9	24,670	957	25,627	24,644	956	25,600	25,600	2023-09-14
3233	KDFW	DALLAS/FORT WORTH INTL ARPT	2022	10	25,068	926	25,994	25,039	925	25,964	25,964	2023-09-14
3234	KDFW	DALLAS/FORT WORTH INTL ARPT	2022	11	23,388	939	24,327	23,368	942	24,310	24,310	2023-09-14
3235	KDFW	DALLAS/FORT WORTH INTL ARPT	2022	12	22,510	1,076	23,586	22,459	1,070	23,529	23,529	2023-09-14
3236	KDFW	DALLAS/FORT WORTH INTL ARPT	2022	TOTAL	277,695	11,893	289,588	277,497	11,822	289,319	289,319	2023-09-14
3237	KDFW	DALLAS/FORT WORTH INTL ARPT	2023	1	22,878	1,047	23,925	22,862	1,052	23,914	23,914	2023-09-14
3238	KDFW	DALLAS/FORT WORTH INTL ARPT	2023	2	21,366	909	22,275	21,341	913	22,254	22,254	2023-09-14
3239	KDFW	DALLAS/FORT WORTH INTL ARPT	2023	3	24,837	1,161	25,998	24,819	1,156	25,975	25,975	2023-09-14
3240	KDFW	DALLAS/FORT WORTH INTL ARPT	2023	4	23,810	1,181	24,991	23,824	1,162	24,986	24,986	2023-09-14
3241	KDFW	DALLAS/FORT WORTH INTL ARPT	2023	5	25,171	1,110	26,281	25,174	1,096	26,270	26,270	2023-09-14
3242	KMEM	MEMPHIS INTL	2015	5	20,731	792	21,523	20,711	795	21,506	21,506	2023-09-14
3243	KDFW	DALLAS/FORT WORTH INTL ARPT	2023	TOTAL	118,062	5,408	123,470	118,020	5,379	123,399	123,399	2023-09-14
3244	KORD	CHICAGO OHARE INTL ARPT	2002	10	18,939	497	19,436	18,973	467	19,440	19,440	2023-09-14
3245	KORD	CHICAGO OHARE INTL ARPT	2002	11	17,683	469	18,152	17,661	441	18,102	18,102	2023-09-14
3246	KORD	CHICAGO OHARE INTL ARPT	2002	12	19,168	510	19,678	19,194	470	19,664	19,664	2023-09-14
3247	KORD	CHICAGO OHARE INTL ARPT	2002	TOTAL	190,251	5,090	195,341	190,058	4,957	195,015	195,015	2023-09-14
3248	KORD	CHICAGO OHARE INTL ARPT	2003	1	19,163	531	19,694	19,168	504	19,672	19,672	2023-09-14
3249	KORD	CHICAGO OHARE INTL ARPT	2003	2	16,948	502	17,450	16,988	472	17,460	17,460	2023-09-14
3250	KORD	CHICAGO OHARE INTL ARPT	2003	3	17,813	529	18,342	17,826	496	18,322	18,322	2023-09-14
3251	KORD	CHICAGO OHARE INTL ARPT	2003	4	17,312	511	17,823	17,310	505	17,815	17,815	2023-09-14
3252	KORD	CHICAGO OHARE INTL ARPT	2003	5	17,876	546	18,422	17,782	542	18,324	18,324	2023-09-14
3253	KORD	CHICAGO OHARE INTL ARPT	2003	6	18,866	547	19,413	18,464	545	19,009	19,009	2023-09-14
3254	KORD	CHICAGO OHARE INTL ARPT	2003	7	19,907	582	20,489	19,929	578	20,507	20,507	2023-09-14
3255	KORD	CHICAGO OHARE INTL ARPT	2003	8	19,946	608	20,554	19,951	609	20,560	20,560	2023-09-14
3256	KORD	CHICAGO OHARE INTL ARPT	2003	9	18,745	563	19,308	18,741	562	19,303	19,303	2023-09-14
3257	KORD	CHICAGO OHARE INTL ARPT	2003	10	19,358	537	19,895	19,376	541	19,917	19,917	2023-09-14
3258	KORD	CHICAGO OHARE INTL ARPT	2003	11	18,475	482	18,957	18,428	481	18,909	18,909	2023-09-14
3259	KORD	CHICAGO OHARE INTL ARPT	2003	12	20,086	548	20,634	20,101	545	20,646	20,646	2023-09-14
3260	KORD	CHICAGO OHARE INTL ARPT	2003	TOTAL	224,495	6,486	230,981	224,064	6,380	230,444	230,444	2023-09-14
3261	KORD	CHICAGO OHARE INTL ARPT	2004	1	20,256	561	20,817	20,231	559	20,790	20,790	2023-09-14
3262	KORD	CHICAGO OHARE INTL ARPT	2004	2	19,489	534	20,023	19,450	532	19,982	19,982	2023-09-14
3263	KORD	CHICAGO OHARE INTL ARPT	2004	3	21,862	596	22,458	21,823	598	22,421	22,421	2023-09-14
3264	KORD	CHICAGO OHARE INTL ARPT	2004	4	20,889	558	21,447	20,880	554	21,434	21,434	2023-09-14
3265	KORD	CHICAGO OHARE INTL ARPT	2004	5	21,546	603	22,149	21,516	596	22,112	22,112	2023-09-14
3266	KORD	CHICAGO OHARE INTL ARPT	2004	6	22,032	566	22,598	22,003	567	22,570	22,570	2023-09-14
3267	KORD	CHICAGO OHARE INTL ARPT	2004	7	23,002	582	23,584	22,988	579	23,567	23,567	2023-09-14
3268	KORD	CHICAGO OHARE INTL ARPT	2004	8	22,980	578	23,558	22,948	573	23,521	23,521	2023-09-14
3269	KORD	CHICAGO OHARE INTL ARPT	2004	9	20,845	498	21,343	20,843	475	21,318	21,318	2023-09-14
3270	KORD	CHICAGO OHARE INTL ARPT	2004	10	20,788	533	21,321	20,799	506	21,305	21,305	2023-09-14
3271	KORD	CHICAGO OHARE INTL ARPT	2004	11	19,399	533	19,932	19,376	529	19,905	19,905	2023-09-14
3272	KORD	CHICAGO OHARE INTL ARPT	2004	12	20,956	623	21,579	20,958	622	21,580	21,580	2023-09-14
3273	KORD	CHICAGO OHARE INTL ARPT	2004	TOTAL	254,044	6,765	260,809	253,815	6,690	260,505	260,505	2023-09-14
3274	KORD	CHICAGO OHARE INTL ARPT	2005	1	20,242	648	20,890	20,199	651	20,850	20,850	2023-09-14
3275	KORD	CHICAGO OHARE INTL ARPT	2005	2	18,791	580	19,371	18,805	584	19,389	19,389	2023-09-14
3276	KORD	CHICAGO OHARE INTL ARPT	2005	3	21,553	661	22,214	21,559	658	22,217	22,217	2023-09-14
3277	KORD	CHICAGO OHARE INTL ARPT	2005	4	19,719	648	20,367	19,723	645	20,368	20,368	2023-09-14
3278	KORD	CHICAGO OHARE INTL ARPT	2005	5	21,570	698	22,268	21,579	694	22,273	22,273	2023-09-14
3279	KORD	CHICAGO OHARE INTL ARPT	2005	6	22,204	689	22,893	22,217	685	22,902	22,902	2023-09-14
3280	KORD	CHICAGO OHARE INTL ARPT	2005	7	23,349	661	24,010	23,377	655	24,032	24,032	2023-09-14
3281	KORD	CHICAGO OHARE INTL ARPT	2005	8	23,350	638	23,988	23,318	639	23,957	23,957	2023-09-14
3282	KORD	CHICAGO OHARE INTL ARPT	2005	9	21,250	522	21,772	21,190	496	21,686	21,686	2023-09-14
3283	KORD	CHICAGO OHARE INTL ARPT	2005	10	21,136	574	21,710	21,141	549	21,690	21,690	2023-09-14
3284	KORD	CHICAGO OHARE INTL ARPT	2005	11	19,832	530	20,362	19,814	521	20,335	20,335	2023-09-14
3285	KORD	CHICAGO OHARE INTL ARPT	2005	12	21,103	672	21,775	21,099	662	21,761	21,761	2023-09-14
3286	KORD	CHICAGO OHARE INTL ARPT	2005	TOTAL	254,099	7,521	261,620	254,021	7,439	261,460	261,460	2023-09-14
3287	KORD	CHICAGO OHARE INTL ARPT	2006	1	21,711	738	22,449	21,655	737	22,392	22,392	2023-09-14
3288	KORD	CHICAGO OHARE INTL ARPT	2006	2	20,027	673	20,700	20,016	669	20,685	20,685	2023-09-14
3289	KORD	CHICAGO OHARE INTL ARPT	2006	3	22,762	809	23,571	22,727	809	23,536	23,536	2023-09-14
3290	KORD	CHICAGO OHARE INTL ARPT	2006	4	21,479	760	22,239	21,489	757	22,246	22,246	2023-09-14
3291	KORD	CHICAGO OHARE INTL ARPT	2006	5	23,367	749	24,116	23,362	750	24,112	24,112	2023-09-14
3292	KORD	CHICAGO OHARE INTL ARPT	2006	6	23,546	818	24,364	23,512	833	24,345	24,345	2023-09-14
3293	KORD	CHICAGO OHARE INTL ARPT	2006	7	24,605	845	25,450	24,559	879	25,438	25,438	2023-09-14
3294	KORD	CHICAGO OHARE INTL ARPT	2006	8	25,167	790	25,957	25,123	819	25,942	25,942	2023-09-14
3295	KORD	CHICAGO OHARE INTL ARPT	2006	9	22,798	766	23,564	22,754	769	23,523	23,523	2023-09-14
3296	KORD	CHICAGO OHARE INTL ARPT	2006	10	23,229	796	24,025	23,234	765	23,999	23,999	2023-09-14
3297	KORD	CHICAGO OHARE INTL ARPT	2006	11	21,759	814	22,573	21,763	816	22,579	22,579	2023-09-14
3298	KORD	CHICAGO OHARE INTL ARPT	2006	12	20,658	891	21,549	20,666	887	21,553	21,553	2023-09-14
3299	KORD	CHICAGO OHARE INTL ARPT	2006	TOTAL	271,108	9,449	280,557	270,860	9,490	280,350	280,350	2023-09-14
3300	KORD	CHICAGO OHARE INTL ARPT	2007	1	22,979	958	23,937	22,949	960	23,909	23,909	2023-09-14
3301	KORD	CHICAGO OHARE INTL ARPT	2007	2	20,746	876	21,622	20,727	860	21,587	21,587	2023-09-14
3302	KORD	CHICAGO OHARE INTL ARPT	2007	3	24,144	1,046	25,190	24,168	1,047	25,215	25,215	2023-09-14
3303	KORD	CHICAGO OHARE INTL ARPT	2007	4	22,761	988	23,749	22,779	989	23,768	23,768	2023-09-14
3304	KORD	CHICAGO OHARE INTL ARPT	2007	5	23,680	1,036	24,716	23,678	1,029	24,707	24,707	2023-09-14
3305	KORD	CHICAGO OHARE INTL ARPT	2007	6	23,613	1,020	24,633	23,592	1,042	24,634	24,634	2023-09-14
3306	KORD	CHICAGO OHARE INTL ARPT	2007	7	25,104	964	26,068	25,066	991	26,057	26,057	2023-09-14
3307	KORD	CHICAGO OHARE INTL ARPT	2007	8	25,134	958	26,092	25,078	983	26,061	26,061	2023-09-14
3308	KORD	CHICAGO OHARE INTL ARPT	2007	9	22,946	857	23,803	22,908	889	23,797	23,797	2023-09-14
3309	KORD	CHICAGO OHARE INTL ARPT	2007	10	23,778	941	24,719	23,737	963	24,700	24,700	2023-09-14
3310	KORD	CHICAGO OHARE INTL ARPT	2007	11	22,659	964	23,623	22,643	964	23,607	23,607	2023-09-14
3311	KORD	CHICAGO OHARE INTL ARPT	2007	12	23,021	1,106	24,127	22,979	1,104	24,083	24,083	2023-09-14
3312	KORD	CHICAGO OHARE INTL ARPT	2007	TOTAL	280,565	11,714	292,279	280,304	11,821	292,125	292,125	2023-09-14
3313	KORD	CHICAGO OHARE INTL ARPT	2008	1	23,175	992	24,167	23,094	990	24,084	24,084	2023-09-14
3314	KORD	CHICAGO OHARE INTL ARPT	2008	2	22,372	894	23,266	22,316	889	23,205	23,205	2023-09-14
3315	KMEM	MEMPHIS INTL	2015	6	21,261	763	22,024	21,269	758	22,027	22,027	2023-09-14
3316	KORD	CHICAGO OHARE INTL ARPT	2008	3	23,883	1,014	24,897	23,863	1,008	24,871	24,871	2023-09-14
3317	KORD	CHICAGO OHARE INTL ARPT	2008	4	23,501	978	24,479	23,477	973	24,450	24,450	2023-09-14
3318	KORD	CHICAGO OHARE INTL ARPT	2008	5	24,730	975	25,705	24,688	973	25,661	25,661	2023-09-14
3319	KORD	CHICAGO OHARE INTL ARPT	2008	6	25,004	978	25,982	24,972	1,002	25,974	25,974	2023-09-14
3320	KORD	CHICAGO OHARE INTL ARPT	2008	7	25,866	932	26,798	25,799	948	26,747	26,747	2023-09-14
3321	KORD	CHICAGO OHARE INTL ARPT	2008	8	25,444	936	26,380	25,372	955	26,327	26,327	2023-09-14
3322	KORD	CHICAGO OHARE INTL ARPT	2008	9	22,436	881	23,317	22,403	877	23,280	23,280	2023-09-14
3323	KORD	CHICAGO OHARE INTL ARPT	2008	10	23,032	866	23,898	23,006	866	23,872	23,872	2023-09-14
3324	KORD	CHICAGO OHARE INTL ARPT	2008	11	21,712	860	22,572	21,661	857	22,518	22,518	2023-09-14
3325	KORD	CHICAGO OHARE INTL ARPT	2008	12	22,965	986	23,951	22,904	980	23,884	23,884	2023-09-14
3326	KORD	CHICAGO OHARE INTL ARPT	2008	TOTAL	284,120	11,292	295,412	283,555	11,318	294,873	294,873	2023-09-14
3327	KORD	CHICAGO OHARE INTL ARPT	2009	1	22,812	1,008	23,820	22,742	1,005	23,747	23,747	2023-09-14
3328	KORD	CHICAGO OHARE INTL ARPT	2009	2	21,165	951	22,116	21,128	947	22,075	22,075	2023-09-14
3329	KORD	CHICAGO OHARE INTL ARPT	2009	3	23,905	1,058	24,963	23,847	1,048	24,895	24,895	2023-09-14
3330	KORD	CHICAGO OHARE INTL ARPT	2009	4	22,293	1,017	23,310	22,255	1,018	23,273	23,273	2023-09-14
3331	KORD	CHICAGO OHARE INTL ARPT	2009	5	23,269	863	24,132	23,227	865	24,092	24,092	2023-09-14
3332	KORD	CHICAGO OHARE INTL ARPT	2009	6	24,609	898	25,507	24,582	885	25,467	25,467	2023-09-14
3333	KORD	CHICAGO OHARE INTL ARPT	2009	7	25,542	1,025	26,567	25,492	1,017	26,509	26,509	2023-09-14
3334	KORD	CHICAGO OHARE INTL ARPT	2009	8	25,328	1,023	26,351	25,303	1,020	26,323	26,323	2023-09-14
3335	KORD	CHICAGO OHARE INTL ARPT	2009	9	22,643	871	23,514	22,599	857	23,456	23,456	2023-09-14
3336	KORD	CHICAGO OHARE INTL ARPT	2009	10	22,816	895	23,711	22,757	888	23,645	23,645	2023-09-14
3337	KORD	CHICAGO OHARE INTL ARPT	2009	11	22,021	864	22,885	21,986	863	22,849	22,849	2023-09-14
3338	KORD	CHICAGO OHARE INTL ARPT	2009	12	23,339	995	24,334	23,288	992	24,280	24,280	2023-09-14
3339	KORD	CHICAGO OHARE INTL ARPT	2009	TOTAL	279,742	11,468	291,210	279,206	11,405	290,611	290,611	2023-09-14
3340	KORD	CHICAGO OHARE INTL ARPT	2010	1	23,220	1,023	24,243	23,195	1,022	24,217	24,217	2023-09-14
3341	KORD	CHICAGO OHARE INTL ARPT	2010	2	21,482	1,005	22,487	21,429	1,007	22,436	22,436	2023-09-14
3342	KORD	CHICAGO OHARE INTL ARPT	2010	3	24,296	1,170	25,466	24,261	1,167	25,428	25,428	2023-09-14
3343	KORD	CHICAGO OHARE INTL ARPT	2010	4	23,248	1,096	24,344	23,269	1,085	24,354	24,354	2023-09-14
3344	KORD	CHICAGO OHARE INTL ARPT	2010	5	24,086	1,031	25,117	24,040	1,026	25,066	25,066	2023-09-14
3345	KORD	CHICAGO OHARE INTL ARPT	2010	6	24,963	980	25,943	24,925	970	25,895	25,895	2023-09-14
3346	KORD	CHICAGO OHARE INTL ARPT	2010	7	26,184	1,009	27,193	26,158	995	27,153	27,153	2023-09-14
3347	KORD	CHICAGO OHARE INTL ARPT	2010	8	26,281	973	27,254	26,234	965	27,199	27,199	2023-09-14
3348	KORD	CHICAGO OHARE INTL ARPT	2010	9	24,380	863	25,243	24,334	855	25,189	25,189	2023-09-14
3349	KORD	CHICAGO OHARE INTL ARPT	2010	10	24,773	908	25,681	24,731	901	25,632	25,632	2023-09-14
3350	KORD	CHICAGO OHARE INTL ARPT	2010	11	23,227	798	24,025	23,185	796	23,981	23,981	2023-09-14
3351	KORD	CHICAGO OHARE INTL ARPT	2010	12	24,271	950	25,221	24,235	944	25,179	25,179	2023-09-14
3352	KORD	CHICAGO OHARE INTL ARPT	2010	TOTAL	290,411	11,806	302,217	289,996	11,733	301,729	301,729	2023-09-14
3353	KORD	CHICAGO OHARE INTL ARPT	2011	1	23,118	1,007	24,125	23,116	997	24,113	24,113	2023-09-14
3354	KORD	CHICAGO OHARE INTL ARPT	2011	2	21,641	932	22,573	21,585	927	22,512	22,512	2023-09-14
3355	KORD	CHICAGO OHARE INTL ARPT	2011	3	25,319	1,065	26,384	25,292	1,061	26,353	26,353	2023-09-14
3356	KORD	CHICAGO OHARE INTL ARPT	2011	4	23,699	1,035	24,734	23,664	1,026	24,690	24,690	2023-09-14
3357	KORD	CHICAGO OHARE INTL ARPT	2011	5	24,677	931	25,608	24,623	928	25,551	25,551	2023-09-14
3358	KORD	CHICAGO OHARE INTL ARPT	2011	6	25,834	880	26,714	25,832	874	26,706	26,706	2023-09-14
3359	KORD	CHICAGO OHARE INTL ARPT	2011	7	26,345	892	27,237	26,351	880	27,231	27,231	2023-09-14
3360	KORD	CHICAGO OHARE INTL ARPT	2011	8	26,850	893	27,743	26,823	892	27,715	27,715	2023-09-14
3361	KORD	CHICAGO OHARE INTL ARPT	2011	9	23,744	793	24,537	23,730	792	24,522	24,522	2023-09-14
3362	KORD	CHICAGO OHARE INTL ARPT	2011	10	23,628	819	24,447	23,597	817	24,414	24,414	2023-09-14
3363	KORD	CHICAGO OHARE INTL ARPT	2011	11	22,191	769	22,960	22,179	768	22,947	22,947	2023-09-14
3364	KORD	CHICAGO OHARE INTL ARPT	2011	12	23,606	875	24,481	23,584	872	24,456	24,456	2023-09-14
3365	KORD	CHICAGO OHARE INTL ARPT	2011	TOTAL	290,652	10,891	301,543	290,376	10,834	301,210	301,210	2023-09-14
3366	KORD	CHICAGO OHARE INTL ARPT	2012	1	22,701	895	23,596	22,678	894	23,572	23,572	2023-09-14
3367	KORD	CHICAGO OHARE INTL ARPT	2012	2	21,323	862	22,185	21,309	856	22,165	22,165	2023-09-14
